ID_Cliente,Evasion,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
2479-BRAMR,Yes,Masculino,Si,Si,No,41,Si,Si,Fibra optica,Si,No,Si,No,No,No,Mensual,Si,Transferencia bancaria,83.75,3273.55,2.79
2480-EJWYP,No,Femenino,Si,Si,No,58,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Anual,Si,Transferencia bancaria,97.8,5458.8,3.26
2480-JZOSN,No,Femenino,No,Si,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,20.65,20.65,0.69
2480-SQIOB,No,Masculino,No,Si,Si,4,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.8,169.65,1.49
2481-SBOYW,No,Femenino,No,No,Si,61,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,25.0,1498.35,0.83
2482-CZGBB,Yes,Masculino,No,No,No,10,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.0,740,2.33
2483-XSSMZ,No,Femenino,No,No,No,39,Si,No,DSL,Si,No,No,No,No,No,Anual,Si,Cheque electrónico,47.85,1886.4,1.6
2484-DGXPZ,Yes,Femenino,No,Si,Si,31,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.55,658.95,0.65
2485-ITVKB,Yes,Femenino,No,Si,No,2,No,Sin servicio telefonico,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,35.1,68.75,1.17
2486-WYVVE,No,Masculino,No,Si,No,31,Si,Si,DSL,No,No,Si,Si,Si,Si,Anual,Si,Cheque por correo,79.3,2484,2.64
2495-INZWQ,Yes,Masculino,No,No,No,4,No,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,44.55,174.3,1.48
2495-KZNFB,No,Femenino,No,No,No,33,Si,Si,Fibra optica,Si,No,No,No,No,Si,Mensual,Si,Cheque electrónico,90.65,2989.6,3.02
2495-TTHBQ,No,Femenino,No,No,Si,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Cheque por correo,20.4,84.75,0.68
2498-XLDZR,No,Femenino,No,Si,Si,32,Si,No,DSL,Si,Si,Si,Si,No,Si,Doble,No,Cheque por correo,73.6,2316.85,2.45
2499-AJYUA,No,Femenino,Si,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,110.8,7882.25,3.69
2501-XWWTZ,No,Masculino,No,No,No,11,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.2,760.05,2.34
2504-DSHIH,No,Masculino,Si,Si,No,23,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,No,Cheque electrónico,86.8,1975.85,2.89
2506-CLAKW,Yes,Femenino,No,No,No,6,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Mensual,Si,Transferencia bancaria,98.15,567.45,3.27
2506-TNFCO,Yes,Femenino,Si,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.55,69.55,2.32
2507-QZPQS,No,Masculino,No,No,No,15,Si,Si,Fibra optica,No,Si,No,Si,No,Si,Mensual,No,Cheque electrónico,95.7,1451.1,3.19
2508-QJJFP,,Masculino,No,No,Si,47,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,20.55,1013.05,0.68
2509-TFPJU,No,Masculino,No,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,25.75,1864.2,0.86
2511-ALLCS,No,Femenino,No,Si,Si,35,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,24.3,821.6,0.81
2511-MORQY,No,Masculino,No,Si,Si,50,Si,Si,DSL,No,No,Si,No,No,No,Anual,No,Transferencia bancaria,54.9,2614.1,1.83
2514-GINMM,Yes,Masculino,No,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,79.5,79.5,2.65
2516-VQRRV,Yes,Femenino,Si,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,75.45,158.4,2.52
2516-XSJKX,No,Femenino,No,Si,Si,41,Si,No,DSL,Si,Si,No,Si,Si,Si,Doble,No,Cheque electrónico,78.45,3126.45,2.62
2519-ERQOJ,No,Masculino,Si,No,No,33,No,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,54.6,1803.7,1.82
2519-FAKOD,Yes,Masculino,No,No,Si,38,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,99.25,3777.15,3.31
2519-LBNQL,No,Masculino,Si,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,104.35,6339.45,3.48
2519-TWKFS,No,Masculino,No,Si,Si,25,Si,Si,DSL,No,No,No,Si,No,No,Anual,Si,Cheque por correo,55.1,1466.1,1.84
2520-SGTTA,No,Femenino,No,Si,Si,0,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.0, ,0.67
2521-NPUZR,No,Masculino,No,Si,No,70,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Doble,No,Tarjeta de credito,101.0,7085.5,3.37
2522-AHJXR,No,Masculino,No,Si,No,60,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria,109.45,6572.85,3.65
2522-WLNSF,No,Femenino,Si,Si,No,34,Si,No,DSL,No,No,Si,Si,Si,No,Anual,No,Transferencia bancaria,64.2,2106.3,2.14
2523-EWWZL,No,Femenino,No,Si,No,27,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,76.1,2093.4,2.54
2525-GVKQU,No,Femenino,No,No,No,60,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.6,1093,0.69
2528-HFYZX,Yes,Masculino,Si,Si,No,17,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,76.45,1233.4,2.55
2530-ENDWQ,Yes,Femenino,No,Si,No,71,Si,Si,Fibra optica,No,No,No,No,Si,Si,Doble,Si,Transferencia bancaria,93.7,6585.35,3.12
2530-FMFXO,No,Masculino,No,Si,Si,56,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Doble,Si,Cheque electrónico,103.2,5873.75,3.44
2533-QVMSK,Yes,Masculino,No,Si,No,61,Si,Si,Fibra optica,No,Si,No,Si,Si,No,Doble,Si,Cheque electrónico,94.1,5638.3,3.14
2533-TIBIX,No,Masculino,No,Si,Si,15,No,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria,30.2,469.65,1.01
2535-PBCGC,No,Femenino,No,Si,No,70,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Transferencia bancaria,64.55,4504.9,2.15
2538-OIMXF,No,Femenino,No,No,Si,1,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,24.7,24.7,0.82
2541-YGPKE,No,Masculino,No,Si,Si,42,Si,No,DSL,Si,No,No,Si,No,Si,Anual,No,Tarjeta de credito,63.7,2763.35,2.12
2542-HYGIQ,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Tarjeta de credito,19.95,19.95,0.66
2545-EBUPK,No,Femenino,Si,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.05,186.05,2.8
2545-LXYVJ,No,Masculino,No,Si,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,20.7,1492.1,0.69
2546-KZAAT,No,Masculino,No,Si,No,52,Si,No,DSL,Si,Si,No,No,Si,Si,Anual,Si,Cheque por correo,75.4,3865.45,2.51
2550-AEVRU,No,Femenino,No,Si,Si,57,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Cheque electrónico,53.45,3053,1.78
2550-QHZGP,No,Masculino,No,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,19.5,128.6,0.65
2550-ZQZPP,,Masculino,Si,Si,No,7,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,75.4,533.05,2.51
2558-BUOZZ,No,Masculino,No,No,No,47,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Anual,No,Transferencia bancaria,94.8,4535.85,3.16
2560-PPCHE,No,Femenino,No,No,No,65,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Anual,Si,Transferencia bancaria,105.05,6744.25,3.5
2560-QTSBS,No,Femenino,No,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Transferencia bancaria,23.3,1623.15,0.78
2560-WBWXF,No,Masculino,No,No,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,24.15,1498.85,0.8
2565-JSLRY,Yes,Masculino,No,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,24.05,24.05,0.8
2568-BRGYX,Yes,Masculino,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.2,237.95,2.34
2568-OIADY,Yes,Femenino,No,Si,No,37,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,99.5,3762,3.32
2569-WGERO,No,Femenino,No,No,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,21.15,1419.4,0.7
2573-GYRUU,No,Masculino,Si,Si,No,48,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de credito,91.05,4370.75,3.03
2575-EAMDV,,Femenino,No,No,No,35,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Anual,Si,Cheque electrónico,99.25,3532,3.31
2575-GFSOE,Yes,Femenino,No,Si,Si,7,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.0,506.9,2.3
2576-HXMPA,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Tarjeta de credito,19.55,19.55,0.65
2577-GVSIL,No,Masculino,No,Si,Si,35,Si,Si,DSL,No,No,No,Si,Si,Si,Anual,Si,Transferencia bancaria,73.45,2661.1,2.45
2578-JQPHZ,No,Masculino,No,No,No,44,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Doble,No,Transferencia bancaria,100.1,4378.35,3.34
2580-ASVVY,No,Femenino,No,Si,No,37,No,Sin servicio telefonico,DSL,Si,No,No,Si,Si,No,Doble,No,Cheque electrónico,45.4,1593.1,1.51
2580-ATZSQ,No,Femenino,No,Si,Si,65,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Transferencia bancaria,61.35,3874.1,2.04
2581-VKIRT,No,Femenino,No,Si,Si,59,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,No,Cheque por correo,65.5,3801.3,2.18
2582-FFFZR,No,Femenino,No,No,No,22,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,50.6,1073.3,1.69
2585-KTFRE,No,Masculino,No,No,Si,1,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,Si,Transferencia bancaria,70.45,70.45,2.35
2586-CWXVV,No,Masculino,No,Si,No,54,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electrónico,30.4,1621.35,1.01
2587-EKXTS,No,Masculino,No,No,No,44,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,111.5,4915.15,3.72
2587-YNLES,No,Femenino,No,Si,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.1,100.35,0.67
2589-AYCRP,No,Femenino,No,No,No,50,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Transferencia bancaria,19.75,989.05,0.66
2592-HODOV,No,Masculino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,19.3,259.65,0.64
2592-SEIFQ,Yes,Masculino,No,No,No,3,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,24.75,66.95,0.82
2592-YKDIF,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.35,20.35,0.68
2595-KIWPV,No,Masculino,No,No,Si,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,19.7,509.3,0.66
2599-CIPQE,No,Masculino,No,Si,Si,71,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,109.3,7782.85,3.64
2599-CZABP,No,Masculino,No,Si,No,14,Si,No,DSL,No,No,No,No,No,No,Anual,No,Cheque electrónico,44.6,641.25,1.49
2599-GTQWQ,,Masculino,Si,No,No,39,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,95.65,3759.05,3.19
2603-HVKCG,No,Masculino,No,No,No,31,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,101.4,3143.65,3.38
2604-IJPDU,No,Femenino,No,Si,No,20,Si,No,Fibra optica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,96.55,1901.65,3.22
2604-XVDAM,No,Femenino,No,No,No,12,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria,43.8,540.95,1.46
2606-PKWJB,No,Masculino,No,No,Si,40,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Anual,No,Cheque por correo,40.25,1564.05,1.34
2606-RMDHZ,Yes,Masculino,No,No,No,6,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de credito,30.5,208.7,1.02
2607-DHDAK,No,Masculino,No,Si,Si,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,19.8,1414.65,0.66
2607-FBDFF,No,Masculino,No,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Tarjeta de credito,49.0,49,1.63
2608-BHKFN,Yes,Femenino,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,70.05,266.9,2.34
2609-IAICY,Yes,Femenino,No,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,77.15,77.15,2.57
2612-PHGOX,No,Masculino,No,Si,No,64,Si,Si,DSL,No,Si,Si,Si,Si,No,Doble,Si,Transferencia bancaria,76.1,4818.8,2.54
2612-RANWT,Yes,Femenino,No,No,No,12,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,100.15,1164.3,3.34
2612-RRIDN,Yes,Masculino,No,No,No,4,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,81.0,340.85,2.7
2615-YVMYX,No,Masculino,Si,Si,No,71,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,107.5,7713.55,3.58
2616-FLVQC,No,Masculino,No,No,No,64,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.55,1240.15,0.65
2616-UUTFK,No,Masculino,No,Si,No,33,Si,Si,DSL,Si,Si,Si,No,Si,No,Mensual,Si,Transferencia bancaria,72.75,2447.45,2.42
2619-WFQWU,Yes,Femenino,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.15,70.15,2.34
2621-UDNLU,No,Femenino,No,Si,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.85,72,0.7
2623-DRYAM,No,Femenino,No,Si,No,70,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,Si,Cheque electrónico,101.75,7069.3,3.39
2625-TRCZQ,No,Femenino,No,Si,No,51,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,49.65,2553.35,1.66
2626-URJFX,Yes,Masculino,No,Si,Si,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,50.9,225.6,1.7
2626-VEEWG,No,Masculino,No,Si,Si,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,19.4,1284.2,0.65
2632-IVXVF,No,Femenino,No,Si,Si,68,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Doble,No,Tarjeta de credito,111.75,7511.3,3.72
2632-TACXW,No,Femenino,No,Si,No,62,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,23.65,1416.75,0.79
2632-UCGVD,Yes,Masculino,Si,Si,No,66,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,100.05,6871.9,3.34
2634-HCZGT,Yes,Masculino,Si,Si,No,53,Si,Si,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque electrónico,60.05,3229.65,2.0
2636-ALXXZ,Yes,Femenino,Si,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.6,69.6,2.32
2636-OHFMN,Yes,Masculino,No,Si,No,4,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,48.55,201,1.62
2636-SJDOU,No,Masculino,No,No,No,64,Si,Si,Fibra optica,Si,Si,No,No,No,No,Anual,Si,Tarjeta de credito,84.3,5289.05,2.81
2637-FKFSY,No,Femenino,No,Si,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,46.1,130.15,1.54
2639-UGMAZ,No,Masculino,Si,No,No,71,No,Sin servicio telefonico,DSL,Si,Si,No,No,Si,Si,Anual,Si,Cheque electrónico,56.45,3985.35,1.88
2640-LYMOV,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.65,38.8,0.65
2640-PMGFL,Yes,Masculino,No,No,Si,27,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,79.5,2180.55,2.65
2642-DTVCO,Yes,Masculino,Si,No,No,9,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,85.05,746.5,2.84
2642-MAWLJ,No,Femenino,No,Si,Si,36,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,20.25,717.95,0.68
2642-NQSNM,,Femenino,No,No,No,8,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,Transferencia bancaria,54.25,447.75,1.81
2645-QTLMB,Yes,Masculino,No,No,No,7,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.25,669,3.14
2649-HWLYB,No,Masculino,No,Si,No,65,Si,Si,DSL,Si,No,Si,Si,No,Si,Doble,No,Transferencia bancaria,76.15,4929.55,2.54
2650-GYRYL,No,Masculino,No,Si,Si,33,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Transferencia bancaria,19.45,600.25,0.65
2651-ZCBXV,No,Masculino,No,No,No,54,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Doble,Si,Tarjeta de credito,108.0,5760.65,3.6
2654-VBVPB,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,19.9,19.9,0.66
2656-FMOKZ,Yes,Femenino,Si,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,74.45,1145.7,2.48
2656-TABEH,Yes,Masculino,No,Si,No,4,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.2,420.2,3.34
2657-ALMWY,Yes,Femenino,Si,Si,No,26,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,No,Cheque electrónico,84.95,2169.75,2.83
2657-VPXTA,No,Femenino,No,Si,Si,10,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,88.85,929.45,2.96
2659-VXMWZ,Yes,Masculino,No,Si,Si,67,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,111.3,7482.1,3.71
2660-EMUBI,Yes,Masculino,Si,No,No,10,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.35,898.35,3.18
2661-GKBTK,No,Masculino,No,Si,Si,60,Si,No,DSL,No,Si,No,Si,Si,Si,Doble,No,Transferencia bancaria,76.95,4543.95,2.56
2662-NNTDK,No,Masculino,No,No,No,65,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,24.8,1600.95,0.83
2664-XJZNO,No,Masculino,No,Si,Si,72,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,104.9,7559.55,3.5
2665-NPTGL,No,Femenino,Si,Si,No,26,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,98.1,2510.7,3.27
2667-WYLWJ,Yes,Femenino,No,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Cheque por correo,19.75,145,0.66
2668-TZSPS,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.45,20.45,0.68
2669-OIDSD,No,Femenino,No,Si,No,48,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito,100.05,4834,3.34
2669-QVCRG,No,Femenino,No,No,No,41,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito,81.3,3190.65,2.71
2672-DZUOY,Yes,Masculino,No,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,25.15,25.15,0.84
2672-HUYVI,Yes,Femenino,No,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,91.1,455.3,3.04
2672-OJQZP,No,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,44.75,44.75,1.49
2672-SXZJB,,Femenino,No,Si,Si,56,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,19.8,1119.9,0.66
2672-TGEFF,No,Femenino,No,Si,Si,37,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque electrónico,88.8,3340.55,2.96
2673-CXQEU,No,Femenino,Si,No,No,56,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,No,Cheque electrónico,110.5,6139.5,3.68
2673-ZALNP,No,Femenino,No,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,19.9,173.15,0.66
2674-MIAHT,No,Femenino,No,No,No,4,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,80.3,324.2,2.68
2674-MLXMN,No,Femenino,Si,No,No,71,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito,99.65,6951.15,3.32
2675-DHUTR,No,Masculino,Si,Si,No,58,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,98.9,5780.7,3.3
2675-IJRGJ,No,Masculino,No,No,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,19.65,978,0.65
2675-OTVVJ,No,Masculino,Si,Si,No,31,Si,Si,Fibra optica,Si,No,No,No,Si,No,Mensual,No,Cheque electrónico,89.45,2807.65,2.98
2676-ISHSF,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.3,20.3,0.68
2676-OXPPQ,No,Masculino,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,55.7,335.65,1.86
2676-SSLTO,No,Masculino,No,No,No,49,Si,Si,DSL,No,No,No,Si,Si,No,Doble,Si,Transferencia bancaria,66.15,3199,2.2
2680-XKKNJ,No,Femenino,No,No,No,8,Si,No,DSL,Si,Si,No,Si,No,No,Anual,No,Transferencia bancaria,58.2,469.25,1.94
2682-KEVRP,No,Femenino,Si,No,No,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Cheque por correo,20.05,417,0.67
2683-BPJSO,Yes,Masculino,No,Si,No,29,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Cheque electrónico,84.45,2467.1,2.82
2683-JXWQQ,No,Masculino,No,Si,Si,61,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,No,Mensual,No,Transferencia bancaria,33.6,2117.2,1.12
